service,method,path,operation_name,tag_category,auth_level,description,request_body_schema,response_schema,notes
gateway,GET,/api/v1/admin/marketing/referrals/summary,Referrals Summary,Admin Marketing,admin,Returns referral counts by status and total referral rewards paid out.,,,requires RequirePermission(read_marketing)
gateway,GET,/api/v1/admin/marketing/ab-tests,List Ab Tests,Admin Marketing,admin,"Lists A/B test experiments with their variants, status and winning variant.",,,requires RequirePermission(read_marketing)
gateway,GET,/api/v1/admin/system/parameters,Get System Parameters,Admin System,admin,"Returns all system configuration parameters (defaults merged with DB overrides), cached in Redis with version-based invalidation.",,,requires RequirePermission(manage_system)
gateway,PUT,/api/v1/admin/system/parameters,Update System Parameters,Admin System,admin,"Bulk-updates multiple system parameters by key, rejecting any key not in the known default set, and invalidates the parameter cache.",UpdateParametersRequest,,requires RequirePermission(manage_system)
gateway,PUT,/api/v1/admin/system/parameters/{key},Update Single Parameter,Admin System,admin,Updates a single named system parameter by key.,SingleParameterUpdate,,requires RequirePermission(manage_system)
gateway,GET,/api/v1/admin/system/integrations,List Integrations,Admin System,admin,Lists configured third-party integrations with their health status and configuration.,,,requires RequirePermission(manage_system)
gateway,PUT,/api/v1/admin/system/integrations/{integration_id},Update Integration,Admin System,admin,Updates a third-party integration's status and configuration.,UpdateIntegrationRequest,,requires RequirePermission(manage_system)
gateway,GET,/api/v1/admin/system/health,System Health,Admin System,admin,"Returns a live DB/Redis health dashboard plus latest recorded system metrics, background-job queue depth, and 24h failed-job count.",,,requires RequirePermission(manage_system)
gateway,GET,/api/v1/admin/audit-trail,Global Audit Trail,Admin Compliance,admin,"Returns a paginated, filterable (module/action) global audit-trail log, mounted separately from the /admin/compliance prefix.",,,requires RequirePermission(read_audit); returns paginated list
gateway,GET,/api/v1/admin/compliance/audit-trail,Compliance Audit Trail,Admin Compliance,admin,"Alias of the global audit trail endpoint under the compliance prefix, delegating to the same handler.",,,requires RequirePermission(read_audit); alias route
gateway,GET,/api/v1/admin/compliance/shariah-audit,Shariah Audit Summary,Admin Compliance,admin,Returns charity-allocation totals from late fees and a count of Murabaha/Wakalah contract sequencing violations for Shariah compliance.,,,requires RequirePermission(read_compliance)
gateway,GET,/api/v1/admin/compliance/charity-audit,Charity Audit Trail,Admin Compliance,admin,Returns a paginated audit trail of late-fee charity allocations and disbursements.,,,requires RequirePermission(read_compliance); returns paginated list
gateway,GET,/api/v1/admin/compliance/charity-report,Charity Report,Admin Compliance,admin,Returns allocation and disbursement totals grouped by charity organisation.,,,requires RequirePermission(read_compliance)
gateway,GET,/api/v1/admin/compliance/financial-summary,Financial Summary,Admin Compliance,admin,Returns total payment volume and transaction count across the platform.,,,requires read_financials or read_reports permission (manual check)
gateway,GET,/api/v1/admin/compliance/reconciliation,Reconciliation Summary,Admin Compliance,admin,Returns counts of reconciled vs unreconciled payment transactions.,,,requires read_reconciliation or read_reports permission (manual check)
gateway,GET,/api/v1/admin/compliance/critical-actions,Critical Actions Feed,Admin Compliance,admin,Returns a paginated feed of audit-trail entries flagged with critical severity.,,,requires RequirePermission(read_audit); returns paginated list
gateway,GET,/api/v1/admin/compliance/regulatory-calendar,Regulatory Calendar,Admin Compliance,admin,"Computes next-due dates for each regulatory filing type based on its cadence and the most recent filing, flagging overdue filings.",,,requires RequirePermission(read_compliance)
gateway,GET,/api/v1/admin/compliance/data-privacy,Data Privacy Panel,Admin Compliance,admin,"Returns data-deletion request counts by status, consent-decision summaries, and the 10 most recent deletion requests.",,,requires RequirePermission(read_compliance)
gateway,GET,/api/v1/admin/compliance/shariah-board-approvals,List Shariah Board Approvals,Admin Compliance,admin,Lists recorded Shariah board approvals for Murabaha contract template versions.,,,requires RequirePermission(read_compliance)
gateway,POST,/api/v1/admin/compliance/shariah-board-approvals,Record Shariah Board Approval,Admin Compliance,admin,"Records (or updates, if the template_version already exists) a Shariah board approval for a Murabaha contract template version.",ShariahBoardApprovalRequest,,requires RequirePermission(manage_compliance); backs MurabahaContract.validated_by_shariah_board
gateway,POST,/api/v1/cart/items,Add Cart Item,cart,customer,"Adds a product (by URL) to the user's cart, triggering extraction and returning the resulting order offer.",CartItemAddRequest,CartItemView,201 Created
gateway,GET,/api/v1/cart,Get Cart,cart,customer,Returns the current user's active cart with its items.,,CartResponse,
gateway,DELETE,/api/v1/cart/items/{cart_item_id},Remove Cart Item,cart,customer,Removes an item from the user's cart.,,,204 No Content
gateway,POST,/api/v1/cart/checkout,Checkout Cart,cart,customer,Checks out the user's cart into an order with the chosen installment count.,CartCheckoutRequest,CartCheckoutResponse,
gateway,POST,/api/v1/contracts/wakalah/generate,Generate Wakalah,contracts,customer,Generates a Wakalah (agency) agreement for an order and sends an OTP for signing.,WakalahGenerateRequest,WakalahGenerateResponse,
gateway,POST,/api/v1/contracts/wakalah/sign,Sign Wakalah,contracts,customer,Signs a generated Wakalah agreement after OTP verification and records an audit event.,WakalahSignRequest,ContractSignResponse,
gateway,POST,/api/v1/contracts/murabaha/generate,Generate Murabaha,contracts,customer,Generates a Murabaha (sale) contract with cost/profit/price disclosure; requires the order's Wakalah agreement to already be signed.,MurabahaGenerateRequest,MurabahaGenerateResponse,403 if Wakalah not yet signed
gateway,POST,/api/v1/contracts/murabaha/sign,Sign Murabaha,contracts,customer,"Signs a generated Murabaha contract after OTP and checkbox confirmation, then publishes a loan.created event once committed.",MurabahaSignRequest,ContractSignResponse,publishes loan.created event post-commit
gateway,GET,/api/v1/contracts/admin/wakalah,List Wakalah,contracts,admin,"Lists Wakalah agreements with pagination, filterable by user and signed status.",,,requires RequirePermission(read_order); returns paginated list
gateway,GET,/api/v1/contracts/admin/murabaha,List Murabaha,contracts,admin,"Lists Murabaha contracts with pagination, filterable by user and signed status.",,,requires RequirePermission(read_order); returns paginated list
gateway,GET,/api/v1/contracts/admin/{contract_type}/{contract_id}/pdf,Get Contract Pdf,contracts,admin,Returns a pre-signed download URL for a contract PDF and logs the admin access as an audit event.,,,requires RequirePermission(read_order)
gateway,GET,/api/v1/contracts/{contract_type}/{contract_id}/download,Download Contract Pdf,contracts,customer,Returns a pre-signed download URL for the current user's own signed contract PDF.,,,403 if contract not yet signed
gateway,GET,/api/v1/contracts/{order_id},Get Contract Status,contracts,customer,Returns Wakalah/Murabaha signing status and financial disclosure for an order's contracts.,,ContractStatusResponse,
gateway,GET,/api/v1/contracts/{contract_type}/{contract_id}/verify,Verify Contract Integrity,contracts,customer,Recomputes the SHA-256 hash of a stored contract PDF and compares it to the hash recorded at signing time to verify integrity.,,,
gateway,POST,/api/v1/orders/initiate,Initiate Order,orders,customer,"Starts a new order from a merchant product URL, kicking off async extraction.",OrderInitiateRequest,OrderInitiateResponse,
gateway,GET,/api/v1/orders/{order_id}/offer,Get Order Offer,orders,customer,Returns the BNPL offer (pricing/installment plan) generated for an order.,,OrderOfferResponse,
gateway,POST,/api/v1/orders/{order_id}/accept,Accept Order Offer,orders,customer,"Accepts an order's offer with a chosen installment count, moving the order toward contract signing.",OrderAcceptRequest,OrderDetailResponse,
gateway,GET,/api/v1/orders,List My Orders,orders,customer,"Lists the current user's orders, optionally filtered by status.",,list[OrderSummary],
gateway,GET,/api/v1/orders/{order_id},Get My Order Detail,orders,customer,Returns detail for one of the current user's own orders.,,OrderDetailResponse,
gateway,GET,/api/v1/orders/{order_id}/tracking,Get Order Tracking,orders,customer,"Returns shipment and latest tracking-event detail for an order, or a not-yet-dispatched message.",,,
gateway,GET,/api/v1/orders/{order_id}/agent-status,Get Agent Status Stream,orders,customer,"Streams live checkout-agent progress via Server-Sent Events by proxying product-service's internal SSE job stream, after verifying order ownership.",,,proxies product-service internal endpoint; SSE streaming response
gateway,POST,/api/v1/orders/{order_id}/cancel,Cancel Order,orders,customer,"Cancels an order in a cancellable pre-fulfillment state, restores any reserved credit, soft-deletes any signed-but-uncollected loan/installments, and notifies payment-orchestrator to void the VCN.",,,publishes order.cancelled event and NOTIFICATION_SMS job
gateway,GET,/api/v1/orders/{order_id}/receipt,Get Order Receipt,orders,customer,Generates a PDF order receipt (with Murabaha financing disclosure if applicable) and returns a pre-signed download URL.,,,generates PDF on the fly via reportlab
gateway,POST,/api/v1/payments/vcn/issue,Issue Vcn,payments,customer,"Requests virtual-card (VCN) issuance for an order once its down payment is confirmed, queuing the job for payment-orchestrator.",VcnIssueRequest,VcnIssueResponse,"in non-production, simulates full fulfillment (card, shipment) synchronously"
gateway,POST,/api/v1/payments/down-payment,Create Down Payment,payments,customer,"Initiates a down payment for a signed order (or its shared cart loan), validating the amount and guarding against duplicate initiation with idempotency and row locking.",DownPaymentRequest,DownPaymentResponse,"in non-production, auto-confirms since no real gateway webhook arrives locally"
gateway,GET,/api/v1/payments/schedule/{order_id},Get Payment Schedule,payments,customer,Returns the full installment repayment schedule for the loan behind an order.,,PaymentScheduleResponse,
gateway,POST,/api/v1/payments/installment/{installment_id}/pay,Pay Installment,payments,customer,"Submits payment for a specific installment by ID in the path, validating the amount against the expected total.",InstallmentPayBody,DownPaymentResponse,
gateway,POST,/api/v1/payments/installment/pay,Pay Installment Legacy,payments,customer,Legacy variant of installment payment that takes installment_id in the request body instead of the path.,InstallmentPayRequest,DownPaymentResponse,legacy/compatibility alias
gateway,GET,/api/v1/payments/vcn/status/{order_id},Vcn Status,payments,customer,Returns the current virtual-card issuance status for an order.,,,
gateway,POST,/api/v1/payments/installment/retry,Retry Failed Installment,payments,customer,Retries a previously failed installment payment; functionally identical to the legacy pay endpoint.,InstallmentPayRequest,DownPaymentResponse,
gateway,POST,/api/v1/payments/refund/{order_id},Request Customer Refund,payments,customer,"Lets a customer request a refund for their own order in a refundable status, queuing the request for payment-orchestrator.",RefundRequest,,enqueues PAYMENT_INITIATE queue
gateway,GET,/api/v1/payments/methods,List Payment Methods,payments,customer,"Lists the current user's saved payment methods, default first.",,list[PaymentMethodResponse],
gateway,POST,/api/v1/payments/methods,Add Payment Method,payments,customer,Saves a new tokenized payment method for the current user (first one added becomes default).,PaymentMethodCreateRequest,PaymentMethodResponse,201 Created; dev-only placeholder tokenization
gateway,DELETE,/api/v1/payments/methods/{method_id},Remove Payment Method,payments,customer,"Removes a saved payment method, reassigning default status to the next most recent one if needed.",,,204 No Content
gateway,POST,/api/v1/payments/methods/{method_id}/default,Set Default Payment Method,payments,customer,"Marks one of the user's saved payment methods as the default, unsetting all others.",,PaymentMethodResponse,
gateway,GET,/api/v1/credit/status,Credit Status,credit,customer,"Returns the current user's credit limit, available credit, risk band and next review date, computed from fresh DB values with fallbacks to latest risk assessment/limit history.",,,
gateway,GET,/api/v1/credit/history,Credit History,credit,customer,Returns a paginated history of the current user's credit limit changes.,,,returns paginated list
gateway,POST,/api/v1/internal/orders/{order_id}/product-extracted,Product Extracted Callback,internal,internal,"Callback from product-service reporting successful product extraction; applies pricing, reserves credit, and advances order status via the shared apply_product_extraction_result logic.",ProductExtractedPayload,,internal-only (X-Internal-Token); HTTP counterpart of the Redis event path
gateway,POST,/api/v1/internal/orders/{order_id}/extraction-failed,Extraction Failed Callback,internal,internal,Callback marking an order's product extraction as failed and recording the reason in status history.,ExtractionFailedPayload,,internal-only (X-Internal-Token)
gateway,POST,/api/v1/internal/payments/{payment_id}/confirm,Payment Confirmed Callback,internal,internal,Callback from payment-orchestrator confirming or failing a payment transaction; advances or reverts order status for down payments across all orders sharing the transaction's loan.,PaymentConfirmedPayload,,internal-only (X-Internal-Token); called by payment-orchestrator's transactional outbox
gateway,POST,/api/v1/internal/users/{user_id}/credit-result,Credit Result Callback,internal,internal,"Callback from credit-engine pushing back a credit assessment result, updating the user's limit/risk band and writing RiskAssessment/CreditLimitHistory rows.",CreditResultPayload,,internal-only (X-Internal-Token)
gateway,POST,/api/v1/internal/credit/update-result,Credit Update Result Callback,internal,internal,"Alternate-shape credit result callback that takes user_id in the body instead of the path, normalizing to the same handler.",CreditUpdateResultPayload,,internal-only (X-Internal-Token); alias route
gateway,POST,/api/v1/internal/orders/{order_id}/shipment-registered,Shipment Registered Callback,internal,internal,Callback registering a new shipment for an order and advancing its status to delivery_pending.,ShipmentRegisteredPayload,,internal-only (X-Internal-Token)
gateway,POST,/api/v1/internal/shipment/register,Shipment Register Callback,internal,internal,"Alternate-shape shipment registration callback taking order_id in the body, normalizing to the same handler.",ShipmentRegisterPayload,,internal-only (X-Internal-Token); alias route
gateway,POST,/api/v1/internal/orders/{order_id}/checkout-status,Checkout Status Callback,internal,internal,"Callback from product-service reporting checkout-bot execution result; on failure, creates a HITL queue entry with a 4-hour SLA deadline for manual intervention.",CheckoutStatusPayload,,internal-only (X-Internal-Token)
gateway,POST,/api/v1/webhooks/payment/jazzcash,Jazzcash Webhook,webhooks,webhook,"Receives JazzCash payment webhooks, verifies the HMAC-SHA256 signature, and enqueues a payment-received job for payment-orchestrator with DB+Redis dedup.",,,webhook signature verification (HMAC); no auth token
gateway,POST,/api/v1/webhooks/payment/safepay,Safepay Webhook,webhooks,webhook,"Receives Safepay payment webhooks, verifies the HMAC-SHA256 signature, and enqueues a payment-received job with DB+Redis dedup.",,,webhook signature verification (HMAC); no auth token
gateway,POST,/api/v1/webhooks/payment/stripe,Stripe Webhook,webhooks,webhook,"Receives Stripe webhooks (VCN/issuing and payment-intent events), verifies the Stripe-Signature header, and enqueues routable event types for payment-orchestrator.",,,webhook signature verification (Stripe HMAC scheme); no auth token
gateway,GET,/api/v1/admin/partners/merchants,List Merchants,Admin Partners,admin,"Returns a paginated, searchable list of merchants with product counts, filterable by status.",,,requires RequirePermission(read_partners); returns paginated list
gateway,GET,/api/v1/admin/partners/merchants/{merchant_id},Get Merchant Detail,Admin Partners,admin,Returns a merchant's detail including partnership terms and aggregate order count/GMV.,,,requires RequirePermission(read_partners)
gateway,PUT,/api/v1/admin/partners/merchants/{merchant_id}/status,Update Merchant Status,Admin Partners,admin,Activates or suspends a merchant.,MerchantStatusRequest,,requires RequirePermission(manage_partners)
gateway,PUT,/api/v1/admin/partners/merchants/{merchant_id}/partnership,Update Partnership Terms,Admin Partners,admin,"Updates a merchant's partnership type, commission rate, payment terms and minimum volume commitment.",PartnershipTermsRequest,,requires RequirePermission(manage_partners)
gateway,GET,/api/v1/admin/partners/merchants/{merchant_id}/performance,Merchant Performance,Admin Partners,admin,"Returns a daily time series of a merchant's checkout success rate, average checkout time, captcha failure and ban rates.",,,requires RequirePermission(read_partners)
gateway,GET,/api/v1/admin/partners/onboarding-applications,List Onboarding Applications,Admin Partners,admin,"Lists merchant onboarding applications, optionally filtered by status.",,,requires RequirePermission(read_partners)
gateway,POST,/api/v1/admin/partners/onboarding-applications,Create Onboarding Application,Admin Partners,admin,Creates a new merchant onboarding application in pending status.,OnboardingApplicationRequest,,requires RequirePermission(manage_partners)
gateway,POST,/api/v1/admin/partners/onboarding-applications/{application_id}/decision,Decide Onboarding Application,Admin Partners,admin,Approves (creating a live merchant record) or rejects a pending onboarding application.,OnboardingDecisionRequest,,requires RequirePermission(manage_partners)
gateway,GET,/api/v1/admin/partners/merchants/{merchant_id}/commission-summary,Merchant Commission Summary,Admin Partners,admin,Returns a merchant's accrued and paid-out commission totals plus its 10 most recent payouts.,,,requires RequirePermission(read_partners)
gateway,POST,/api/v1/admin/partners/merchants/{merchant_id}/payouts,Initiate Merchant Payout,Admin Partners,admin,"Initiates a payout of all currently accrued commission for a merchant over a given period, marking those accruals paid_out.",InitiatePayoutRequest,,requires RequirePermission(manage_partners)
gateway,GET,/api/v1/admin/support/tickets,List Support Tickets,Admin Support,admin,"Returns a paginated list of support tickets, optionally filtered by status.",,,requires RequirePermission(read_support); returns paginated list
gateway,GET,/api/v1/admin/support/tickets/{ticket_id},Get Ticket Detail,Admin Support,admin,Returns a support ticket's full detail plus its message thread.,,,requires RequirePermission(read_support)
gateway,POST,/api/v1/admin/support/tickets/{ticket_id}/assign,Assign Ticket,Admin Support,admin,Assigns a support ticket to an admin and moves it to in_progress.,TicketAssignRequest,,requires RequirePermission(manage_support)
gateway,POST,/api/v1/admin/support/tickets/{ticket_id}/resolve,Resolve Ticket,Admin Support,admin,Marks a ticket resolved and records the resolution note as an agent message.,TicketResolveRequest,,requires RequirePermission(manage_support)
gateway,POST,/api/v1/admin/support/tickets/{ticket_id}/close,Close Ticket,Admin Support,admin,Closes a support ticket.,,,requires RequirePermission(manage_support)
gateway,GET,/api/v1/admin/support/dashboard,Support Dashboard,Admin Support,admin,"Returns ticket counts by status and category, SLA-breached count, and 30-day average resolution time.",,,requires RequirePermission(read_support)
gateway,GET,/api/v1/admin/support/csat,Csat Summary,Admin Support,admin,"Returns customer satisfaction survey response count, average score, CSAT percentage and score distribution over a trailing window.",,,requires RequirePermission(read_support)
gateway,GET,/api/v1/admin/support/canned-responses,List Canned Responses,Admin Support,admin,"Lists canned support responses, optionally filtered by category and active status.",,,requires RequirePermission(read_support)
gateway,POST,/api/v1/admin/support/canned-responses,Create Canned Response,Admin Support,admin,Creates a new canned response template.,CannedResponseRequest,,requires RequirePermission(manage_support)
gateway,PUT,/api/v1/admin/support/canned-responses/{response_id},Update Canned Response,Admin Support,admin,"Updates a canned response's title, body, category and language.",CannedResponseRequest,,requires RequirePermission(manage_support)
gateway,DELETE,/api/v1/admin/support/canned-responses/{response_id},Deactivate Canned Response,Admin Support,admin,Deactivates a canned response without deleting it.,,,requires RequirePermission(manage_support)
gateway,GET,/api/v1/admin/admins,List Admins,Admin Users Management,admin,"Returns a paginated list of admin accounts with their role, MFA status, and lockout state.",,,requires RequirePermission(manage_admins); returns paginated list
gateway,GET,/api/v1/admin/admins/role-hierarchy,Role Hierarchy,Admin Users Management,admin,Returns the reference table of the 8 canonical admin roles and their permission sets.,,,requires RequirePermission(manage_admins)
gateway,GET,/api/v1/profile/notifications,Get Notification Preferences,profile,customer,"Returns the current user's notification channel preferences, defaulting to opt-in for transactional and opt-out for marketing if no row exists.",,,
gateway,PUT,/api/v1/profile/notifications,Update Notification Preferences,profile,customer,Upserts the current user's notification channel preferences.,NotificationPreferencesRequest,,
gateway,GET,/api/v1/profile/referrals,Get Referral Stats,profile,customer,Returns the current user's referral code and count of users they have referred.,,,
gateway,GET,/api/v1/notifications,List Notifications,notifications,customer,"Returns a paginated list of the current user's in-app notifications with unread count, optionally filtered to unread only.",,NotificationListResponse,returns paginated list
gateway,POST,/api/v1/notifications/{notification_id}/read,Mark Notification Read,notifications,customer,Marks a single notification as read for the current user.,,NotificationItem,
gateway,POST,/api/v1/notifications/read-all,Mark All Notifications Read,notifications,customer,Marks all of the current user's unread notifications as read.,,,204 No Content
gateway,POST,/api/v1/support/tickets,Create Ticket,support,customer,"Creates a new support ticket, optionally linked to an order or loan the user owns, with an initial message.",TicketCreateRequest,TicketDetail,201 Created
gateway,GET,/api/v1/support/tickets,List My Tickets,support,customer,"Lists the current user's own support tickets, optionally filtered by category.",,list[TicketSummary],
gateway,GET,/api/v1/support/tickets/{ticket_id},Get My Ticket,support,customer,Returns a support ticket owned by the current user with its non-internal message thread.,,TicketDetail,
gateway,POST,/api/v1/support/tickets/{ticket_id}/messages,Add Ticket Message,support,customer,"Adds a customer reply to their own ticket, reopening it if it was resolved or waiting on the user.",TicketMessageCreateRequest,TicketMessageItem,201 Created
product-service,GET,/health,Health Check,health,public,Liveness/readiness summary reporting overall status plus Redis connectivity.,,,not under /api/v1 prefix; mounted directly on app
product-service,GET,/health/live,Health Live,health,public,Bare liveness probe returning a static ok status.,,,not under /api/v1 prefix; mounted directly on app
product-service,GET,/health/ready,Health Ready,health,public,"Readiness probe checking DB, Redis, event-listener task health and checkout/scraping queue and DLQ depth, returning 503 if not ready.",,,not under /api/v1 prefix; mounted directly on app
product-service,POST,/api/v1/products/extract,Extract Product,products,customer,"Submits a merchant product URL for extraction, either synchronously returning a cached/fresh result or enqueuing a scraping job.",ExtractRequest,ExtractResponse,current_user_id is optional (Depends(get_current_user_id))
product-service,GET,/api/v1/products/jobs/{job_id},Get Job Status,products,customer,"Returns the status of a product-extraction scraping job by ID, scoped to the requesting user.",,JobStatusResponse,requires require_user_id
product-service,GET,/api/v1/products,List User Products,products,customer,Returns a cursor-paginated list of products the current user has previously extracted.,,SearchResponse,requires require_user_id; returns paginated list
product-service,GET,/api/v1/products/search,Search Products,products,public,"Full-text searches the product catalog by query string, cursor-paginated.",,SearchResponse,returns paginated list
product-service,GET,/api/v1/products/{upo_id},Get Product Detail,products,public,Returns full product detail plus its recent scraping jobs and checkout executions.,,ProductDetailResponse,
product-service,POST,/api/v1/products/{upo_id}/refresh,Refresh Product,products,internal,Re-queues a fresh extraction job for an already-known product.,ProductRefreshRequest,,requires require_service_token
product-service,GET,/api/v1/products/{upo_id}/offer,Get Offer,products,internal,"Computes Murabaha financing offer(s) for a product at a given down-payment percentage and optional plan length, gated on Shariah-board approval and stock status.",,SingleOfferResponse or MultipleOffersResponse,requires require_service_token
product-service,GET,/api/v1/products/{upo_id}/price-history,Get Price History,products,internal,Returns the recorded price-change history for a product.,,PriceHistoryResponse,requires require_service_token
product-service,GET,/api/v1/products/agent/order/{order_id}/latest,Get Latest Execution For Order,checkout-agent,internal,"Looks up the most recent checkout-agent execution for an order, bridging Gateway's order_id-based lookup to the job_id-keyed SSE stream below.",,AgentLatestExecutionResponse,requires require_service_token
product-service,POST,/api/v1/products/agent/queue-job,Queue Checkout Job,checkout-agent,internal,Queues a new automated checkout-agent job for an order/VCN pair.,AgentQueueRequest,AgentQueueResponse,requires require_service_token
product-service,GET,/api/v1/products/agent/job/{job_id}/stream,Stream Job Status,checkout-agent,internal,Streams checkout-agent job progress as Server-Sent Events by polling the execution row every 0.5s for up to 60s.,,,"requires require_service_token; SSE streaming response, polled by Gateway's proxy"
product-service,POST,/api/v1/products/agent/job/{job_id}/cancel,Cancel Checkout Job,checkout-agent,internal,Cancels an in-progress checkout-agent job.,,,requires require_service_token
product-service,GET,/api/v1/products/agent/job/{job_id}/screenshot,Get Checkout Screenshot,checkout-agent,internal,Redirects to the stored screenshot (receipt or failure) for a checkout-agent job.,,,requires require_service_token; 302 redirect to S3 URL
product-service,GET,/api/v1/admin/products,List Products,admin,internal,Returns a cursor-paginated list of all products in the catalog for the admin panel.,,AdminProductListResponse,requires require_service_token; returns paginated list
product-service,GET,/api/v1/admin/products/{product_uuid},Get Product,admin,internal,Returns full admin detail for a product plus its recent scraping jobs and checkout executions.,,AdminProductDetailResponse,requires require_service_token
product-service,PATCH,/api/v1/admin/products/{product_uuid},Patch Product,admin,internal,"Partially updates product fields, logging an audit event of before/after values.",AdminProductPatchRequest,,requires require_service_token; optional admin_id for audit attribution
product-service,POST,/api/v1/admin/products/{product_uuid}/prohibit,Prohibit Product,admin,internal,"Marks a product prohibited with a reason, logging an audit event.",ProhibitProductRequest,AdminProductActionResponse,requires require_service_token
product-service,POST,/api/v1/admin/products/{product_uuid}/unpromote,Unpromote Product,admin,internal,Resets a product's extraction confidence to a low value (0.10).,,,requires require_service_token; described in code as a mock unpromotion
product-service,DELETE,/api/v1/admin/products/{product_uuid},Delete Product,admin,internal,"Soft-deletes a product, logging an audit event.",,AdminProductActionResponse,requires require_service_token
product-service,GET,/api/v1/admin/executions,List Executions,admin,internal,"Returns a cursor-paginated list of checkout-agent executions, optionally filtered by product.",,AdminExecutionListResponse,requires require_service_token; returns paginated list
product-service,POST,/api/v1/admin/executions/{execution_uuid}/retry,Retry Execution,admin,internal,"Retries a failed or stuck checkout execution, reaping it first via ExecutionReaperService if it's been running long enough to be considered stuck.",,AdminExecutionRetryResponse,requires require_service_token
product-service,GET,/api/v1/admin/scraping-jobs,List Scraping Jobs,admin,internal,"Returns a cursor-paginated list of scraping jobs, optionally filtered by status.",,AdminScrapingJobsListResponse,requires require_service_token; returns paginated list
product-service,GET,/api/v1/admin/prohibited-categories,List Prohibited Categories,admin,internal,Lists all prohibited product categories and their keyword lists.,,ProhibitedCategoryListResponse,requires require_service_token
product-service,POST,/api/v1/admin/prohibited-categories,Upsert Prohibited Category,admin,internal,Creates or updates a prohibited category and invalidates the prohibited-checker's negative-result cache.,ProhibitedCategoryCreateRequest,ProhibitedCategoryUpsertResponse,requires require_service_token
product-service,DELETE,/api/v1/admin/prohibited-categories/{cat_id},Delete Prohibited Category,admin,internal,Deletes a prohibited category and invalidates the prohibited-checker cache.,,ProhibitedCategoryDeleteResponse,requires require_service_token
product-service,GET,/api/v1/admin/merchants,List Merchants,admin,internal,Returns a cursor-paginated list of merchants with product counts.,,MerchantListResponse,requires require_service_token; returns paginated list
product-service,GET,/api/v1/admin/merchants/{domain},Get Merchant,admin,internal,Returns detail for a merchant by domain.,,,requires require_service_token
product-service,POST,/api/v1/admin/merchants/{domain}/block,Block Merchant,admin,internal,"Blocks a merchant by domain, logging an audit event and the count of affected products.",,MerchantBlockResponse,requires require_service_token
product-service,GET,/api/v1/admin/queue-stats,Get Queue Stats,admin,internal,"Returns checkout/scraping queue and DLQ depths plus sample DLQ entries, with card PAN/CVV fields redacted defensively.",,QueueStatsResponse,requires require_service_token
product-service,POST,/api/v1/admin/dlq/{queue_name}/reprocess/{index},Reprocess Dlq Item,admin,internal,Re-enqueues a specific dead-letter-queue entry by index.,,DlqReprocessResponse,requires require_service_token
product-service,DELETE,/api/v1/admin/dlq/{queue_name}/purge,Purge Dlq,admin,internal,Purges all entries from a named dead-letter queue.,,DlqPurgeResponse,requires require_service_token
product-service,GET,/api/v1/admin/analytics/extraction-stats,Get Extraction Stats,admin,internal,Returns scraping-job counts grouped by status.,,,requires require_service_token
product-service,POST,/api/v1/admin/prohibited-categories/sync,Sync Prohibited Categories,admin,internal,Invalidates the prohibited-checker cache defensively; does not itself mutate any rows.,,,requires require_service_token
product-service,GET,/api/v1/admin/extraction-waterfall/config,Get Extraction Waterfall Config,admin,internal,"Returns the static configuration of the product-extraction tier waterfall (Violet/Rye, Scraper API, BrightData, Playwright) with timeouts.",,,requires require_service_token
credit-engine,GET,/credit/check,Check Credit,credit,customer,Runs the credit-decision pipeline for a candidate order amount/category for the current user and returns a live credit check result (internal feature snapshot stripped).,,CreditCheckResponse,rate-limited via credit_decision_rate_limit
credit-engine,POST,/credit/evaluate,Evaluate Credit,credit,customer,"Exposes the same evaluate_credit() decision core used by /credit/check and /credit/apply directly, for callers wanting the decision without query-string shape or the side effect of creating an application; caller must match the target user_id.",CreditEvaluateRequest,CreditCheckResponse,rate-limited; self-only via _require_self
credit-engine,POST,/credit/apply,Apply Credit,credit,customer,"Runs credit evaluation and creates a CreditApplication record, guarded by an Idempotency-Key cache and a Redis lock preventing concurrent portfolio-concentration races for the same user.",CreditApplyRequest,CreditApplyResponse,rate-limited; self-only; idempotency via Idempotency-Key header
credit-engine,POST,/credit/prequalify,Prequalify Credit,credit,customer,Returns a soft prequalification estimate for a user/product category without creating a hard credit application.,PrequalifyRequest,PrequalifyResponse,rate-limited; self-only via _require_self
credit-engine,GET,/credit/score,Get Credit Score,credit,customer,Returns the current user's live computed credit score.,,CreditScoreResponse,
credit-engine,GET,/credit/history,Get Credit History,credit,customer,"Returns the current user's credit assessment history, capped at a caller-supplied limit.",,CreditHistoryResponse,
credit-engine,POST,/credit/recalculate,Recalculate Credit,credit,customer,Recalculates and updates the current user's credit limit.,,RecalculateResponse,rate-limited via credit_decision_rate_limit
credit-engine,GET,/credit/status,Credit Status,credit,customer,Returns the current user's credit status summary.,,CreditStatusResponse,
credit-engine,GET,/credit/me,Get My Credit,credit,customer,Alias of /credit/status returning the current user's credit status summary.,,CreditStatusResponse,alias route (identical to /credit/status)
credit-engine,POST,/admin/credit/override,Override Credit,admin credit,admin,"Admin sets a user's credit limit to a new value with a reason code, recording an audit event.",CreditOverrideRequest,CreditOverrideResponse,rate-limited via credit_admin_rate_limit
